,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
197510,13.49,0.89,6.29,0.64,7.29,9.45,12.7,10.68,6.61,8.52,4.64,-2.82,2.55,0.49,9.41,1.51,-2.83,-15.88,-1.04,6.58,6.82,3.74,8.4,8.93,4.88,3.18,10.61,11.93,5.03,4.19
197511,3.37,2.66,5.9,3.55,3.52,3.82,8.45,5.13,2.1,4.5,3.43,1.63,0.28,6.59,4.24,0.01,-2.21,2.94,-1.78,3.15,4.26,3.31,5.01,3.95,4.74,1.4,4.43,11.03,4.85,2.88
197512,-2.2,0.43,-0.33,-3.05,-0.5,-3.35,-0.99,-6.36,-0.05,-1.05,0.63,2.13,0.13,-5.26,1.11,-3.38,1.54,3.12,0.03,1.34,-0.11,-1.44,-1.21,-2.45,2.24,0.64,-3.75,-2.14,-0.43,-1.42
197601,7.86,16.03,7.43,20.63,15.91,12.34,22.59,7.73,20.03,20,18.13,21.22,19.06,17.39,13.88,17.75,13.07,21.62,8.19,8.3,9.49,14.34,18.29,17.33,14.33,16.17,7.92,11.64,12.21,11.63
197602,-3.86,1.7,-1.09,2.95,2.01,-2.12,4.96,-6.53,2.62,4.48,5.14,5.2,4.45,2.69,4.31,4.73,2.15,1.18,-3.25,-3.52,3.57,6.32,1.16,1.35,6.38,7.51,4.37,4.82,1.91,4.06
197603,0.77,0.25,0.71,-0.43,-1.81,3.11,5.15,6.53,-3.58,0.8,3.02,-0.04,0.37,-0.2,4.75,6.16,5.16,-4.07,7.48,1.44,0.58,-2.75,3,4.27,-1.67,0.53,4.34,-0.06,3.26,0.75
197604,-0.96,-4.23,-1.4,-1.73,-2.42,-4.35,-2.1,-4.3,0.02,-4.09,-0.16,1.36,-0.08,1.47,1.37,2.75,2,11.74,1.95,0.63,1.72,-3.12,-3.43,-1.64,0.55,-1.22,-5.18,-5.61,-2.62,0.13
197605,-0.26,-5.37,-2.35,-1.41,-3.15,-2.89,-8.62,-2.81,-2.57,-5.32,-4.04,0.41,2.65,-1.29,-2.89,1.41,-0.14,10.12,5.44,-1.46,-2.94,-1.17,0.54,-2.03,1.61,0.98,-6.38,-7.53,-2.17,-1.32
197606,5.51,5.73,-2.74,4.61,4.06,6.22,1.12,3.67,-0.28,0.65,3.47,4.71,6.82,5.7,3.19,11.36,5.35,5.16,5.1,4.25,3.58,7.88,8.23,0.5,4.94,1.93,0.84,6,6.47,3.26
197607,2.06,-0.39,2.73,-3.91,1.6,-2.28,-1.57,-0.38,-2.25,-1.67,-2.34,-2.46,-2.08,-1.2,-0.36,-4.15,-3.68,-6.76,-0.46,2.82,1.25,-1.76,-2.27,-0.44,0.11,-2.27,-1.78,-5.53,1.17,1.27
197608,-0.37,-0.97,3.85,-3.43,-0.78,-0.53,-3.31,2.17,-3.23,-2.47,-1.4,-3.61,-2.45,-1.66,-0.23,0.49,-2.68,-8.6,-0.67,2.96,4.74,-2.55,-0.73,-1.02,-4.02,-2.64,4.74,-3.45,-0.14,-2.01
197609,0.4,-2.2,6.64,-0.18,5.01,-0.46,2.24,3.62,0.4,-0.71,3.23,1.66,0.37,4.42,5.85,3.93,1.34,7.37,5.88,4.08,1.59,3.13,2.86,3.18,-0.35,0.65,0.38,-0.26,0.53,1.19
197610,-2.23,-2.82,0.14,-0.71,-0.44,-2.72,-0.98,-3.74,-2.49,-1,0.75,-5.94,-3.55,-5.11,-1.74,-6.16,-1.15,-4.35,-2.38,-0.81,1.29,-3.15,-4.5,-1.95,-3.82,-4.18,-0.22,-2.84,0.63,-1.93
197611,1.25,-8.21,2.41,-0.9,4.4,-1.21,8.25,-9.71,-4.99,5.26,3.67,-0.14,1.43,-0.38,0.58,3.42,0.83,0.52,0.82,3.14,3.14,2.18,1.57,0.42,4.75,2.61,5.52,2.76,1.73,2.4
197612,3.95,9.32,3.98,12.45,8.69,3.76,6.99,6.26,10.14,5.6,7.77,7.6,6.18,3.15,9.97,6.03,5.82,6.5,6.32,6.49,3.44,10.47,3.7,4,4.94,7.22,1.6,4.07,8.92,7.97
197701,-4.36,-12.14,-4.91,-5.26,-1.97,-8.35,-0.3,-8.84,-5.55,-1.18,-5.23,-3.8,-4.38,-3.32,-3.09,-1.91,-2.74,-1.03,0.31,0.84,0.11,-1.16,-3.93,-8.85,-3.27,-0.76,-7.45,-11.35,-4.59,-2.6
197702,-0.86,1.05,-0.4,-5.04,-2.29,-2.18,-4.64,-0.21,-0.76,-4.58,-0.93,-0.56,-0.72,-0.51,-3.12,-0.75,-1.1,3.17,-3.13,-3.4,0.99,-2.72,-0.57,1.41,-3.18,-2.49,-1.55,-2.34,-1.62,-1.53
197703,-0.97,-3.36,-2.77,-0.36,-1.5,-3.24,-0.98,-1.79,-0.49,-1.02,0.86,0.6,3.74,4.01,-5.11,-0.09,2.01,1.3,-2.16,0.19,-1.03,0.75,-0.02,-0.79,0.06,1.6,-3.07,-5.39,-0.52,0.76
197704,-0.05,-1.88,2.06,-2.01,1.03,-0.53,2.46,-5.21,-0.48,2.17,2.4,0.93,4.37,4.35,2.2,2.6,-0.22,-3.85,2.67,1.94,0.66,0.39,-3.63,0.18,5.23,-2.49,-4,0.71,2.34,1.57
197705,-0.68,-2.44,1.3,-2.1,0.58,-3.03,-4.84,-1.88,-3.63,-4.38,-2.88,-5.8,0.07,-1.96,-0.41,1.39,-7.25,-10.68,-0.19,1.68,1.44,-0.12,-1.45,-4.37,1.31,0.35,-3.73,1.86,-0.59,0.04
197706,4.3,1.62,2.43,7.89,8.25,5.93,6.49,9.03,0.22,5.44,4.12,-0.03,3.23,5.97,4.58,9.27,-1.26,10.22,6.01,5.7,1.93,11.04,7.81,2.58,2.38,2.75,5.88,10.99,6,5.03
197707,2.5,-3.87,1.87,-0.36,-0.17,-1.69,-1.12,-2.24,-3.44,-0.81,-3.27,-7.41,-6.49,-0.48,-2.58,-1.98,-4.59,-9.02,-1.66,0.87,-0.86,-0.29,-0.12,-3.57,-2.23,-2.54,0.16,0.35,0.43,0.55
197708,-0.17,1.79,2.32,0.01,-1.13,2.53,0.39,3.83,-2.95,-1.32,-1.88,-5.22,-1.59,-0.65,-1.15,-3.01,-1.26,-5.03,-5.78,-3.23,-2.26,-0.66,0.47,-1.4,-3.73,0.66,4.94,5.31,-1.18,-0.59
197709,0.49,1.41,-1.07,-1.94,-1.15,-0.81,2.67,-0.89,-0.44,-0.23,-1.24,-5.75,1.69,-2.43,2.93,-3.28,-1.35,-0.02,0.74,2.01,3.48,0.86,-1.83,-1.04,-1.7,-0.58,-1.26,2.48,-0.03,1.25
197710,-4.56,-4.32,-2.29,-6.23,1.26,-6.59,-1.83,-1.75,-3.18,-3.73,-1.62,-0.03,-5.3,-1.69,-4.58,-3.09,-7.13,-2.32,-3.58,-3.14,-5.05,-3.22,-3.27,-6.04,-3.9,-3.89,-2.95,-4.16,-4.85,-4.12
197711,3.31,5.53,2.68,9.41,6.91,2.42,8.84,6.08,2.99,6.91,7.05,1.49,7.09,4.91,2.03,7.52,4.44,4.39,3.43,4.28,2.18,8.81,5.19,4.55,7.2,6.36,5.22,9.74,5.89,6.24
197712,-0.07,-2.54,-1.86,1.43,4.04,-0.53,0.6,0.62,1.3,-1.06,-0.13,4.41,1.19,-1.6,-1.1,1.12,1.32,-2.66,1.97,-0.33,2.15,1.95,2.46,0.12,1.31,3.13,-2.33,2.13,-0.1,1.69
197801,-5.17,-0.32,-6.2,-7.16,-8.2,-7.37,-5.78,-1.92,-6.36,-1.12,-6.32,-4.56,-6.62,-2.86,-6.31,-6.65,-4.62,-5.2,-6.96,-4.53,-4.16,-5.67,-4.72,-6.18,-1.39,-5.22,-6.87,-7.76,-6.04,-3.64
197802,-0.03,0.08,0.68,-0.69,-0.39,-3.11,2.03,-3,-4.82,-0.04,-0.21,-3.79,-0.37,-2.43,1.2,3.35,-2.35,2.27,-1.14,-0.41,4.13,1.36,-3.5,-4.05,-1.45,1.58,-1.31,3.9,0.08,-0.14
197803,2.64,3.17,3.98,9.19,9.75,2.39,7.4,4.17,4.03,3.28,5.66,6.13,3.47,3.1,5.99,9.5,4.89,-6.07,2.22,2.47,2.62,7.67,-0.82,3.01,4.8,6.49,1.69,7.14,5.15,5.96
197804,6.37,4.33,8.58,12.03,9.7,13.7,6.88,9.25,10.86,5.53,10.1,8.89,11.54,12.35,8.09,13.23,2.55,13.22,6.59,0.18,2.93,6.99,13.39,11.49,9.44,7.7,11.59,10.52,10.03,8.18
197805,4.29,5.01,2.55,7.27,4.91,4.37,3.37,5.17,0.35,3.64,2.83,3.41,5.21,8.83,-1.15,11.2,5.31,-3.43,0.97,0.71,-0.39,6.63,1.49,3.33,2.54,4.22,-0.34,7.96,1.32,4.39
197806,0.66,-1.68,0.04,-0.9,-0.38,-1.94,-3.24,1.14,-2.45,-1.18,-1.44,-6.18,-0.97,-2.48,-2.9,3.55,-4.38,-1.06,-3.79,0.84,-1.53,-0.13,-0.35,-0.52,-0.51,-1.08,-2.2,2.52,-0.51,0.98
197807,2.33,6.05,4.51,7.5,7.05,7.38,1.71,8.86,5.45,3.63,7.91,8.14,5.91,8.84,3.87,15.13,8.61,2.42,3.36,2.83,1.42,7.72,8.65,9.74,11.61,5.58,5.26,5.88,5.21,6.27
197808,3.61,-0.38,1.34,6.47,7.29,2.75,5.94,0.99,4.85,10.45,8.38,0.49,4.28,1.43,2.41,4.46,5,-0.81,5.2,0.46,3.55,6.56,5.91,5.42,4.37,7.73,5.48,11.21,5.6,6.72
197809,-0.73,1.42,2.07,-4.19,-3.05,-3.13,-1.48,-2.75,-0.37,2.98,-2.13,1.26,-0.71,-4.48,0.85,-7.01,3.02,0.71,4.84,-0.24,1.22,-3.71,-4.15,-3.08,-3.79,-2.01,-2.37,-0.46,-0.87,-1.76
197810,-10.21,-14.58,-8.24,-18.04,-13.37,-9.23,-15.4,-12.84,-9.61,-18.64,-16.11,-11.95,-14.07,-13.25,-10.53,-15.82,-10.43,-17.91,-10.48,-7.07,-4.47,-17.92,-10.65,-8.16,-17.78,-16.64,-12.94,-23.35,-11.45,-16.51
197811,1.28,4.43,2.56,7.04,2.77,3.18,3.19,5.19,1.16,4.36,0.63,1.28,3.51,2.64,0.5,9.27,-1.26,6.59,6.17,3,2.99,5.3,5.14,1.22,3.81,5.64,1.99,4.88,1.76,4.26
197812,1.48,3.36,2.49,2.15,2.59,0.91,1.47,3.41,0.08,-1.17,1.24,0.19,2.86,-0.22,-0.41,2.66,4.5,-2.04,2.89,-1.23,0.09,1.19,6.61,1.01,-1.02,3.02,-1.56,-2.88,1.41,2.86
197901,3.03,6.62,0.54,5.39,6.71,3.38,10.41,1.42,6.48,8.58,8.62,13.51,5.59,7,5.83,4.68,11.02,9.93,3.01,6.36,3.66,4.83,4.19,7.78,3.79,5.77,6.39,7.01,5.3,7.2
197902,-4.04,-3.91,-3,-6.42,-3.52,-5.23,-2.99,-4.52,-2.28,-0.03,-3.08,-3.69,-3.08,-5.46,-3.68,-11.78,1.5,-0.52,0.64,-1.63,-0.63,-5.87,-3.3,-3.82,-5.59,-1.86,-4.31,-4.86,-3.37,-3.07
197903,2.41,8.07,5.24,7.44,3.34,4.77,9.47,5.04,9.71,7.9,8.57,9.14,7.15,5.02,6.68,7,8.08,16.55,9.26,2.33,0.16,9.32,7.64,7.76,9.77,7.46,5.83,9.5,7.45,8.45
197904,-0.5,2.21,-0.21,2.37,1.69,0.76,-0.37,0.43,-1.97,1.37,2.82,-0.7,-0.38,0,2.45,-0.95,-0.89,-7.32,4.51,-2.74,-2.15,3.78,0.18,-2.19,0.37,-0.43,0.79,6.95,1.44,2.53
197905,-1.4,-4.69,-2.8,-2.05,-2.65,-2.71,0.42,-2.64,-2.9,-1.6,-1.74,-2.59,-0.74,-0.98,-1.5,-5.09,2.99,6.66,-2.55,1.43,0.1,-0.25,-1.96,-0.79,0.91,-1.38,-2.74,-3.16,0.16,-1.42
197906,3.23,6.09,5.51,2.23,2.14,0.93,0.97,4.83,3.87,3.68,4.2,2.16,6.3,10.22,2.68,4.97,8.5,14.34,9.19,4.97,1.92,4.63,0.41,2.08,2.69,3.6,2.54,2.54,8.72,6.35
197907,0.89,0.75,4.79,4.06,3.21,0.52,1.74,0.15,4.11,0.84,3.73,4.46,3.12,2.38,0.77,3.8,2.8,-3.26,1.65,2.08,-0.11,4.42,-1.73,-1.1,7.99,1.16,0.89,3.07,3.26,1.14
197908,6.76,11.87,8.73,5.81,8.05,6.67,9.09,8.56,6.98,3.92,8.7,7.17,6.09,5.87,5.11,13.56,8.33,3.23,7.96,2.04,1.53,8.01,5.89,7.57,5.73,7.8,9.24,6.18,5.08,6.84
197909,-1.79,-0.83,-4.96,2.17,0.54,-3.83,-1.24,-0.55,2.55,-2.36,-0.1,2.51,-1.24,-4.61,2,0.4,6.67,3.18,5.97,-2.17,-2.39,-0.31,-1.78,-1.44,-3.88,3.45,-2.02,-3.97,-1.12,-0.4
197910,-8.34,-9.61,-3.77,-8.9,-7.12,-7.49,-9.2,-4.34,-7.89,-9.33,-9.95,-11.61,-8.47,-6.7,-11.43,-7.98,-11.28,-16.29,-2.37,-5.8,-5.05,-10,-7.71,-8.73,-11.31,-8.93,-8.58,-11.98,-10.09,-9.42
197911,4.9,8.21,6.56,7.35,2.8,1.19,7.68,8.77,6.59,3.94,5.4,0.74,7.5,4.79,-3.47,12.22,10.11,18.3,8.79,7.74,4.02,10.41,8.24,0.4,6.73,9.45,3.27,0.76,6.35,7.48
197912,2.13,4.1,3.07,8.72,5.21,2.92,5.01,2.08,5.34,8.12,4.79,8.24,3.04,4.59,1.15,8.3,17.62,5.81,2.44,-0.99,-1.53,4.19,1.81,3.39,3.82,9.82,1.14,5.74,1.79,6.04
198001,3.02,10.89,-0.63,6.66,3.89,1.28,1.39,-1.29,4.35,5.03,8.15,17.57,7.92,8.08,9.87,24.2,15.59,8.11,14.29,1.56,-2.06,6.87,7.28,5.25,9.55,5.45,-0.46,5.1,2.11,7.84
198002,-5.76,-2.33,-4.8,-3.58,-6.35,-4.66,-0.78,-4.63,-1.25,-1.14,-2.24,0.13,-3.37,-4.29,-6.33,-8.32,5.18,-0.91,13.12,-3.39,-1.48,-3.25,-3.54,0.26,-4.52,-2.57,-5.5,-5.63,-5.07,-2.28
198003,-8.23,-13.48,-0.72,-8.73,-11.57,-4.45,-5.47,-2.82,-12.13,-14.51,-14.66,-18.64,-12.64,-8.91,-9.99,-12.19,-21.04,-21.05,-17.86,-6.59,-2.62,-15.3,-12.68,-11.28,-13.98,-9.77,-7.85,-13.28,-8.92,-15.79
198004,7.46,4.47,9.56,4.29,2.82,4.3,2.41,4.29,5.04,5.8,3.69,2.31,0.38,2.42,-2.5,-2.02,1,2.36,6.9,12,7.32,8.99,0.54,3.49,0.27,-1.86,4.79,6.68,6.81,7.31
198005,7.87,9.44,8.96,4.67,9.73,6.41,1.79,6.96,7.55,7.58,8.58,5.17,5.89,7.89,3.17,0.37,7.55,16.01,3.97,4.59,5,7.58,4.81,6.9,11.44,12.23,9.58,12.15,7.87,7.43
198006,2.04,3.69,5.66,0.22,2.82,1.17,4.23,0.22,2.27,1.81,4.82,2.4,6.33,0.64,1.81,0.31,13.19,6.32,5.82,4.54,-0.58,4.07,3.11,1.04,1.64,2.03,2.44,4.1,4.87,4.69
198007,5.29,9.02,7.33,8.57,10.98,10.39,15.02,8.88,8.57,11.47,12.8,12.76,11.81,14.6,12.83,11.32,8.19,6.45,1.96,-0.1,1,12.92,15.22,9.73,16.51,11.94,10.96,9.55,3.25,10.37
198008,0.18,1.26,-0.76,3.92,4.98,0.86,1.72,0.27,3.16,4.96,1.18,1.11,1,-0.83,3.23,1.99,6.15,0.11,3.7,-1.17,6.3,7.05,3.58,-0.12,0.28,6.98,0.33,0.58,1.87,5.07
198009,-0.71,1.08,-1.56,3.59,4.19,0.5,2.76,3.62,2.08,-0.15,1.7,4.58,5.91,1.77,1.88,4.34,12.32,7.2,6.51,0.15,-1.61,5.85,2.02,-0.19,1.59,7.21,-0.73,3.42,2.62,4.72
198010,-1.17,0.48,3.88,0.43,-0.69,0.51,0.8,-1.24,-0.96,1.82,3.84,-1.03,3.47,2.47,-4.24,-2.86,-0.4,0.76,7.81,1.94,-3.25,4.17,1.82,0.54,6.41,-0.3,-1.8,-1.36,0.1,3.7
198011,-0.31,0.17,2.44,17.44,3.69,5.45,2.76,8.86,9.28,-1.79,6.63,5.55,12.67,11.93,-0.92,17.69,7.23,14.62,24.39,7.38,0,9.54,9.82,5.89,13.07,9.09,0.64,-1.09,5.61,11.15
198012,3.03,-4.07,0.81,-3.71,1.39,-0.83,-1.48,4.59,-1.97,-2.55,-4.17,-4.32,-4.12,-4.62,-0.07,5.2,-7.77,-9.69,-10.6,-1.95,0.83,-3.1,-1.28,-2.69,-5.7,-6.76,0.31,0.16,3.12,1.93
198101,2.3,4.57,-1.07,-4.18,-1.1,-0.97,7.83,-1.61,0.77,7.28,-2.11,0.71,-6.67,-2.48,-1.19,-7.76,-8.08,-8.06,-10.17,-2.57,5.54,-1.9,-8.24,1.27,2.2,-3.06,0.48,0.83,-2.51,-6.54
198102,2.27,3.16,3.26,3.56,2.39,8.97,2.45,1.85,3.91,1.21,3.47,2.57,3.4,2.02,6.88,-3.42,-3.59,-0.67,-0.44,-1.27,2.15,0.84,0.5,7.29,2.06,-1.39,3.29,7.27,1.96,1.2
198103,6.95,7.96,5.43,13.63,8.04,2.99,8.71,5.9,2.55,4.76,8.27,19.93,5.57,9.4,7.72,2.67,16.72,4.36,-2.33,2.98,1.17,9.7,4.71,6.02,11.76,12.98,13.47,9.6,6.9,5.77
198104,0.01,-2.04,1,2.1,5.56,-0.48,-3.29,3.03,-2.33,10.67,-1.98,-1.59,-0.01,5.08,1.73,0.93,-0.39,-6.45,-7.55,-2.68,6.21,4.6,-0.06,-3.24,1.95,-1.31,4.37,4.43,0.64,2.24
198105,2.77,1.29,1.89,6.05,4.9,-0.18,1.74,3.44,-1.35,0.63,0.22,-0.09,-0.97,3.37,2.88,-0.91,-0.17,0.34,-3.92,1.82,7.14,3.04,4.26,-0.42,5.27,1.95,2.57,3.14,2.75,4.26
198106,-0.94,0.6,1.33,-6.7,-0.82,-1.61,1.58,-5.58,2.27,-0.33,-1.7,-6.35,-3.07,-4.63,-2.73,-2.58,-2.52,1.14,4.74,3.44,-1.92,-4.19,-6.8,0.05,-6.96,-2.55,-1.15,-1.27,1.69,-5.47
198107,-1.11,-1.09,2.22,-6.97,-2.11,-2.86,0.56,-3.9,-3.89,-3.02,-5.32,0.15,0.84,-5.45,-3.44,-6.99,4.93,9.09,7.92,2.8,0.37,-3.52,-3.69,-3.62,-4.48,-3.68,-2.85,-6.19,-3.09,-1.51
198108,-4.94,-5.71,-5.68,-6.04,-4.07,-6.22,-5.43,-7.73,-6.41,-6.82,-6.27,-7.37,-6.76,-4.48,-8.92,-11.64,0.65,-12.37,-6.21,-0.83,-0.81,-6.29,-7.19,-7.19,-7.86,-3.24,-6.12,-10.32,-5.17,-7.69
198109,-2.02,-0.58,0.24,-1.82,-4.95,-2.34,-3.22,-1.28,-8.96,-2.2,-9.09,-9.43,-9.78,-5.39,-3.95,-4.79,-15.6,-8.75,-12.32,-5.53,2.84,-6.73,-3.69,-6.75,-5.68,-8.45,-2.76,-3.05,-2.52,-8.53
198110,8.98,8.3,5.87,11.51,8.8,1.53,1.29,7.95,6.19,5.84,0.37,1.37,4.18,3.99,-8.7,7.86,-0.58,13.92,9.89,4.88,6.02,10.7,4.69,1.62,8.97,8.57,5.58,10.91,7.45,9.26
198111,1.72,3.36,3.74,0.6,5.27,5.95,0.23,3.92,3.85,0.29,6.18,4.4,5.75,3.51,2.86,-2.3,2.78,5.4,6.92,5.92,2.7,3.43,1.71,9.18,4.85,1.61,1.17,1.53,5.68,1.22
198112,0.34,-2.13,-5.92,-1.46,-3.1,-1.28,-2.64,-0.73,-2.5,1.04,-1.82,-2.69,-2.57,-0.54,3.23,0.21,-6.69,-5.89,-6.54,-2.33,-1.45,-1.82,0.14,-1.91,-3.92,-2.64,-1.74,-3.43,-3.86,-2.92
198201,-0.52,1.84,0.69,4.45,-4.42,4.74,-1.56,1.43,-4.82,2.27,-6.47,-8.86,-5.47,-2.12,-0.99,-3.18,-14.94,-7.52,-8.48,-0.67,0.68,-4.06,3.12,-3.42,-3.48,-2.16,1.19,-0.66,-2.17,-3.87
198202,-0.72,-1.55,-3.67,-6.16,-1.42,-3.35,-4.06,-1.8,-7.25,-5.14,-5.91,-4.7,-8.22,-3.9,-3.29,-6.27,-7.94,-12.93,-11.07,-0.36,-5.68,-5.28,-5.08,-2.52,-4.77,-3.27,-0.59,-2.77,-2.91,-4.03
198203,3.18,4.71,3.64,5.16,-0.1,0.99,0.63,-2.55,-1.32,0.42,-3.03,-5.15,-4.35,2.41,4.46,0.48,-12.24,-6.59,-3.62,1.66,2.05,-2.22,-3.81,-1.69,0.93,-0.8,5.03,7.3,-1.05,-1.93
198204,6.38,9.93,7.14,4,5.09,2.08,6.59,7.39,4.92,10.23,3.06,1.6,0.53,6.65,5.08,6.79,-0.33,3.36,4.35,3.84,-0.18,8.04,7.36,3.59,3.47,3.52,6.03,5.21,3.28,6.26
198205,-2.48,-2.48,-4.65,-5.54,-5.39,-1.98,-0.18,-3.03,-4.43,-2.96,-4.96,-6.93,-8.01,-3.47,-0.08,-5.27,-6.98,-10.13,2.45,-0.52,-1.02,-5.3,-5.35,-5.51,-6.48,-2.29,-2.62,-4.41,-5.52,-4.08
198206,2.06,2.17,2.7,1.85,-0.23,1.55,2.82,-0.75,-4.88,-2.89,-2.9,-6.85,-6.3,-2.01,3.86,-0.81,-8.59,-5.8,-6.25,-2.21,-2.45,-2.73,-2.27,0.23,0.96,-1.15,3.47,1.8,-2.53,-3.38
198207,0.72,8.53,-5.5,-0.95,-1.5,1.67,-1.57,0.79,-4.41,1.48,-2.24,-4.57,-5.85,-1.72,-3.71,3.34,-7.32,-10.7,-7.89,-2.57,1.2,-1.08,2,-2.13,-5.88,-1.67,0.56,-0.13,-3.03,-0.15
198208,7.16,4.05,13.48,2.89,11.92,12.48,11.4,12.37,15.19,9.15,14.83,13.33,11.17,15.31,15.6,19.21,20.94,10.77,9.68,12,10.84,11.87,12.74,15.12,11.72,16.26,11.66,11.82,11.46,9.81
198209,3.48,6.22,4.39,-0.31,8.5,0.31,10.96,1.36,-0.43,2.64,0.87,-5.18,-4.78,-2.5,-1.51,0.19,-0.7,-2.59,1.82,1.06,0.99,5.77,0.89,0.09,-2.79,3.85,5.69,1.27,6.01,2.67
198210,7.09,6.98,12.16,20.45,16.16,11.94,12.77,8.2,12.48,16.79,19.49,9.25,11.33,17.94,17.26,13.67,14.5,9.21,5.54,4.73,8.12,17.84,16.43,15.81,18.16,17.88,17.21,12.41,15.2,15.11
198211,4.66,7.09,-2.04,7.96,10.61,8.68,9.9,5.2,3.06,3.99,11.52,3.65,4.76,7.29,8.42,3.03,3.87,-0.37,-4.44,0.16,5.95,10.52,10.47,5.1,11.51,11.18,11.97,6.25,6.6,8.79
198212,1.2,-3.97,-0.41,-13.73,3.59,-1.24,0.73,0.58,-1.98,4.54,3.09,5.72,4.62,1.54,5.93,2.36,12.95,1.41,5.58,4.32,-1.23,-0.27,3.06,0.67,-0.82,0.15,-3.01,-1.42,-2.35,0.46
198301,-0.71,1.51,-1.41,4.96,-3.05,3.8,-1.74,1.42,9.17,4.22,3.31,8.11,5.97,6.25,2.35,8.57,16.86,7.1,3.58,3.67,12.44,8.11,8.26,1.62,6.62,4.59,0.77,-0.01,0.48,6.18
198302,1.07,4.83,2.01,9.35,8.51,4.52,9.78,2.84,4.17,5.92,4.47,3.89,0.71,5.19,0.5,6.28,-15.03,-7.96,-0.51,1.59,-0.36,6.47,3.53,5.84,5.81,8.67,7.47,9.21,5.43,4.7
198303,5.61,11.09,5.71,-3.81,8.63,0.42,13.19,4.52,1.13,8.08,5.42,2.94,0.57,-1.91,-0.91,6,3.54,-0.08,6.02,0.27,0.64,2.36,0.72,2.52,1.81,3.61,10.57,4.25,6.82,2.1
198304,5.19,5.09,4.54,5.21,8.86,6,8.7,5.05,8.77,6.81,4.52,3.05,5.66,0.82,15.88,6.64,9.67,2.68,9.44,4.76,5.14,6.39,7.56,8.13,3.27,6.55,9.69,7,9.15,8.91
198305,-0.77,-3.52,-4.93,6.57,0.2,-5.87,0.14,-2.73,4.37,2.21,2.1,9.57,4.93,7.07,-1.39,1.08,10.83,11.28,1.26,2.6,-1.31,3.92,2.46,1.93,4.49,2.17,0.01,3.42,0.63,6.21
198306,1.26,0.08,-0.41,5.4,6.08,4.26,8.94,6.91,0.95,7.36,-0.71,-2.02,3.67,6.94,10.33,6.82,-1.91,9.04,6.39,-0.54,0.17,3.76,6.31,-1.53,8.24,7.07,6.19,7.99,0.34,4.02
198307,-2.55,-1.28,1.16,-6.3,-4.06,-6.09,-5.66,-5.68,0.01,-0.47,-3.71,-0.81,-2.46,-7.29,-2.12,-5.2,-0.46,-1.39,-2.27,1.03,-5.17,-8.28,-4.65,-1.87,-5.24,-7.17,-2.22,-5.49,-2.85,-2.12
198308,2.01,4.66,5.67,-2.17,-2.06,-1.26,-6.52,-1.01,6.84,-0.41,-4.17,7.77,-1.63,-2.2,-3.05,-5.74,1.81,1.15,6.89,1.52,2.2,-2.47,-0.9,-0.32,-2.51,-2.61,-5.43,-3.52,0.88,-5.62
198309,5.21,5.74,8.52,2.34,3.73,3.02,1.1,1.3,-0.22,1.78,3.44,-2.58,3.97,3.36,4.65,5.75,-10.35,4.15,-4.71,4.66,2.26,2.06,2.34,3.05,1.33,2.62,1.99,3.65,1.95,2.46
198310,3.44,-2.47,2.66,-4.68,-5.19,-1.19,-4.69,-2.18,-2.89,-4.1,-4.6,-5.25,-4.82,-2.5,1.8,-3.04,-11.63,-6.74,-2,3.07,-5.2,-10.2,-6.16,0.57,1.59,-5.29,-0.91,-3.06,-3.01,-7.45
198311,3.34,-3.99,0.79,2.2,2.65,8.35,1.53,-3.01,2.42,8.66,7.75,9.52,6.01,10.84,0.26,9.86,10.42,3.26,-0.46,-1.61,3.17,6.07,1.75,8.83,7.15,4.75,4.19,5.46,3.98,3.9
198312,0.05,-2.99,3.39,3.06,-2.16,0.28,-3.4,-3.58,-3.01,-1.98,-1.2,1.08,1.16,-0.4,0.64,-1.4,-1.95,-6.12,2.18,-3.69,-1.54,-2.63,0.96,-1.93,-0.7,-1.11,-5.95,-4.49,-0.75,-2.58
198401,1.33,-1.35,4.89,-2.97,-4.8,-5.65,-7.2,-0.62,-4.25,-4.08,-3.21,-1.96,-1.07,-4.58,-3.94,-2.42,0.71,0.84,10.19,1.45,4.09,-8.1,-5.96,-4.7,-4.22,-4.24,-6.33,-4.23,-0.47,-4.82
198402,-4.1,-7.75,-7.66,-7.69,-7.79,-5.4,-1.68,-2.02,-7.07,-7.68,-6.69,-7.63,-7.44,-7.38,-6.7,-6.92,5.31,-4.67,3.95,-3.33,-3.68,-6.52,-5.82,-4.54,-7.49,-4.59,-4.36,-5.77,-4.59,-6.92
198403,1.68,-1.19,-1.79,6.93,5.81,2.48,0.6,-0.67,6,-2.18,4.44,5.82,4.74,-0.45,-2.39,-3.65,4.16,2.54,0.24,-0.29,-4.24,1.32,2.05,4.7,1.52,3.14,0.31,3.97,2.06,0.67
